,tree
457187,1
113412,0
21834,1
355847,0
497334,0
98793,1
116442,0
1298,1
170703,0
105348,1
62244,0
398199,1
216197,1
211368,1
53379,0
47879,0
262654,0
27131,0
217530,0
307680,1
426672,0
383526,0
189506,1
396933,1
916,1
206555,1
459342,1
413113,1
77543,0
122266,0
311519,1
553876,0
5979,1
526082,0
93351,1
167612,1
288473,1
321619,1
449946,1
138373,0
169536,0
181305,0
471638,0
343650,0
328180,1
57572,1
137833,0
230930,0
10234,0
77503,1
481340,0
184699,0
514299,0
192716,0
355031,0
201169,1
88314,0
11793,0
311190,1
542875,0
428577,0
264703,0
38959,0
146595,0
297985,1
166845,0
222393,1
229823,0
451861,1
169477,0
178958,1
529685,0
101850,1
430605,0
318236,1
332582,1
116201,0
416969,0
476999,0
276544,0
493409,0
88625,0
113259,0
116093,0
570391,0
129133,0
504002,1
94264,1
353456,0
431044,0
278716,1
356387,0
136289,0
527016,0
381889,0
528347,0
521357,0
481387,0
513270,0
220846,0
281721,0
227158,0
371720,1
421775,0
510767,0
321336,1
313313,1
400041,0
123441,0
295548,0
532653,0
403033,1
573474,0
545377,0
510267,0
436280,0
122195,0
346545,0
220883,1
292138,1
169227,0
430941,0
574011,1
373747,0
33976,0
64044,0
222630,1
292709,1
306982,1
56665,0
63983,1
244121,1
365047,0
419363,0
447970,1
229893,0
8424,1
349829,0
165221,0
384934,1
509224,1
275432,0
38601,0
403249,1
486937,0
365869,0
553522,0
506182,0
406663,1
22409,0
516210,0
183548,1
311990,1
367703,0
209064,0
134308,0
214184,0
392719,0
226169,1
530959,0
343720,0
137960,0
361142,1
335947,1
352779,0
455466,0
290892,1
380355,1
145333,0
167254,0
384857,0
406217,1
426406,1
329348,0
100485,1
432503,1
274390,0
499463,0
383083,1
407160,1
255447,0
390500,0
525271,0
359331,0
144005,1
164081,0
137191,0
339,0
42155,0
559243,0
496902,0
123675,0
2757,0
374434,1
459131,1
90229,0
437697,1
576999,0
210859,0
445861,1
104254,0
29678,0
96227,0
512606,0
2169,0
534127,0
243654,1
556408,0
105848,1
349769,0
256576,0
16564,1
557926,0
474247,0
323374,1
16223,0
181492,0
38998,0
491984,0
313219,0
535306,1
31460,0
496980,0
193697,0
580347,1
187299,0
222030,1
564642,0
379580,1
223979,0
291707,1
346875,0
560828,0
148940,0
273078,1
362201,1
285455,1
60161,1
543494,0
106377,1
353468,0
152251,0
253534,0
153483,0
356155,0
456297,0
354725,0
5896,0
24341,0
30396,1
349881,0
284607,0
134298,0
278588,1
112273,0
31477,1
181735,0
271881,1
176131,0
233817,1
410527,1
133186,0
372798,0
223685,0
191364,1
157713,0
548001,0
91395,0
549243,0
151712,0
445497,1
100603,1
227311,1
497454,0
316676,1
409129,1
62253,0
138673,0
277855,0
216605,0
394744,0
401892,0
199971,1
192543,0
417701,0
506968,0
333782,1
24641,1
446178,1
349265,0
556038,0
426135,0
514278,0
423549,1
128277,0
21703,0
299726,1
253488,0
121898,0
435304,1
305057,0
442007,0
151650,0
55109,0
419674,1
487668,0
544271,0
4388,0
425143,0
240970,1
251823,1
400266,0
350881,1
466211,1
79413,1
165176,0
45832,0
137992,0
207567,1
322507,0
524212,0
98942,1
459306,0
170383,1
39080,0
300575,1
40642,0
292898,1
307023,1
537320,0
204417,0
421256,0
578469,0
173012,0
160509,1
338786,0
263323,0
353338,0
338808,0
493474,0
450105,1
173864,1
505242,0
354106,0
476338,0
83467,0
105453,1
286719,0
317761,1
390261,0
265934,1
504130,0
191651,0
1237,1
570305,0
314342,0
271855,1
215354,0
282722,0
226121,0
347718,0
238839,1
572789,0
267743,1
164958,0
76414,1
514186,0
268367,1
380786,1
422331,0
337702,1
449380,1
482877,0
303639,1
565063,0
150380,0
29354,1
341300,0
347968,0
76922,0
382821,1
441510,0
483715,0
65704,0
135083,0
147568,0
81431,1
166869,0
506590,0
235693,1
173764,1
10656,0
213148,0
43099,0
532362,0
563651,0
90619,1
558399,0
221471,0
222341,0
83480,0
87698,0
3492,0
48283,0
172968,0
497909,0
262246,1
341058,0
281750,0
553098,0
431277,0
231295,1
562234,0
580368,1
119176,0
497829,0
173082,0
138590,0
341982,1
558530,0
44925,0
404439,1
540992,1
504418,0
328320,1
64078,0
106393,1
350136,0
341361,0
449498,1
504407,0
3923,0
54190,0
54536,0
360133,1
446353,0
216909,1
446667,0
338919,1
169543,0
464670,0
522821,0
435585,0
421679,0
388011,1
369673,1
39402,0
369748,1
346938,0
471967,0
511317,0
509697,0
361850,0
28810,0
315530,1
224918,0
236674,0
171400,0
293356,1
294081,1
392158,1
225414,0
29315,0
460408,1
333373,1
521792,0
379642,1
512082,0
6946,0
456522,1
186556,1
251930,1
504010,0
467345,1
517120,0
448598,1
346610,0
184881,1
498426,0
443013,1
183836,0
140935,0
184098,0
500668,0
456408,0
80771,0
230925,0
196457,0
493544,0
213724,1
99423,1
216301,1
136587,0
510556,0
91895,0
514337,0
184956,1
59927,0
458100,0
310259,1
451672,0
272822,0
577709,0
150667,0
399678,0
146937,0
182745,0
330808,1
378572,1
316900,0
217831,0
172509,0
286689,1
373783,0
512092,0
503896,1
133224,0
505529,0
117731,0
128873,0
529868,0
133105,0
272145,1
434443,0
351615,1
237770,1
189699,0
163172,1
200463,1
508870,1
129701,0
388387,0
576516,1
316410,1
90899,0
230427,1
424246,0
268945,1
434667,0
296138,1
77259,0
252728,1
338725,0
107883,1
426561,0
537093,0
450914,1
571626,0
207064,1
348867,0
568906,0
52496,0
334027,1
579392,0
477412,0
293573,1
478934,0
182305,0
554031,0
531703,1
423981,1
395553,0
436824,0
300730,1
554694,0
120632,0
420952,0
280979,1
13111,0
235149,1
470741,0
87717,0
344538,1
329428,0
195295,0
26700,1
225557,0
198539,0
573672,0
397569,0
351290,0
130778,0
143541,0
486461,0
145611,0
410361,1
338724,0
297924,1
119830,0
8537,0
368922,1
98206,1
193956,0
249901,1
59557,0
533539,0
265306,0
73689,0
94898,1
8414,0
3006,0
550317,0
17383,0
53887,0
382696,1
295204,1
501840,0
411532,0
398229,0
286527,0
369260,1
357447,0
38829,0
1272,1
34104,0
253120,1
492689,0
61561,0
343101,1
308069,1
230825,0
431134,0
13213,1
433794,1
117813,0
77035,0
310504,1
512223,0
110601,1
243825,1
409855,1
13699,1
170318,1
229684,1
420542,0
90787,1
231286,1
240397,1
389028,0
157333,0
387790,0
301136,1
145745,0
502101,0
343891,0
28940,1
561537,0
91703,1
199493,0
552688,0
46214,0
421990,0
539235,0
26985,0
186979,1
366603,1
512981,0
67643,0
265664,0
438686,0
75085,1
46584,0
169188,0
541090,0
294225,1
535421,0
170982,0
377422,0
416944,0
565461,0
291340,1
571962,0
186640,1
388163,0
159712,0
269203,1
514697,0
237149,0
514314,0
66105,1
553379,0
110687,1
421538,0
258089,1
443592,0
398830,0
542584,0
474041,0
198180,0
539450,0
45625,0
92789,0
400648,0
176508,0
389173,0
204617,1
137037,0
573534,0
206272,1
313690,1
410750,0
71369,0
455753,0
556354,0
328680,0
135848,0
244922,0
9009,0
133432,0
304658,1
269667,0
174586,1
507066,0
22107,0
87980,0
279581,1
294665,1
106276,1
227342,1
103461,1
117988,0
447042,1
65241,0
111904,0
447007,1
416570,1
464778,0
32921,0
88315,0
14316,0
443593,0
354196,0
196235,0
132334,0
367002,0
201119,1
519394,0
82107,1
503172,0
402183,0
96011,0
443251,1
251433,1
377861,1
274169,0
116416,0
442215,1
250881,1
111562,1
404825,1
454623,1
494068,0
341211,0
156170,0
320632,1
169577,0
572613,0
186973,0
530353,0
146701,0
8618,0
503859,0
281868,0
526971,0
338545,0
245833,1
37553,1
14611,0
251715,0
464517,0
540739,1
357510,0
10111,0
560654,0
409263,1
269104,1
493600,0
273250,0
97627,0
520528,0
136943,0
423103,0
506001,0
328354,1
486294,0
218762,1
262145,0
16642,0
564330,0
411556,0
260775,1
284957,0
41068,0
145050,0
469439,0
17464,0
26212,0
240172,1
35177,0
504318,1
156113,0
147164,0
25108,1
535248,0
115091,0
448561,0
114263,0
244400,1
573163,0
277686,1
225237,0
158140,0
284757,1
483435,0
167333,0
100005,0
12691,1
114278,0
40353,0
568869,0
217141,0
183539,0
571237,0
385727,1
478014,0
268870,0
411705,0
286615,1
536041,0
174423,0
18521,0
151343,1
475726,0
488436,0
174880,0
489948,0
558577,0
297035,1
173440,1
363291,1
254613,0
206917,0
533708,0
81399,1
94685,0
80742,0
58266,0
52800,0
310198,1
108599,1
440545,0
133795,0
56771,0
544164,0
309686,1
476039,0
353248,0
430362,0
12488,1
136534,0
89971,0
507253,0
42073,0
337658,0
9038,1
2885,0
111717,0
561377,0
318231,1
280309,0
5439,1
387624,0
492621,0
246282,1
52775,0
339195,1
45831,0
97776,0
552096,0
262222,0
546901,0
340493,0
138206,0
171660,0
392832,0
503623,0
96844,1
438015,0
496843,0
355961,0
100047,0
322908,0
106159,1
300608,1
207800,1
256103,1
406819,1
223643,0
250308,0
475698,0
352583,0
537078,0
392890,1
313367,1
85156,0
545928,1
363106,1
354179,0
409833,1
158175,0
531971,0
430959,1
444420,0
86985,0
99507,0
502631,0
407423,0
228743,1
416464,1
167336,1
19520,1
130268,1
440314,0
62458,1
346834,0
522956,0
214213,0
134961,0
299166,1
299271,1
149352,0
507389,0
15464,0
123623,0
229600,0
81286,1
60831,0
310148,1
478893,0
444470,1
413128,0
349439,0
507791,0
159975,0
456308,1
221525,0
379860,1
4787,0
541692,0
572800,0
453378,1
185477,0
234961,0
55872,0
559241,0
322997,0
150533,0
540195,0
280030,1
313774,1
118580,0
135486,0
239149,1
291684,1
356485,0
523450,0
130528,1
52906,0
77074,0
571815,0
509049,1
98383,0
395659,0
327650,0
48227,0
575309,1
316206,1
320350,1
562751,0
484723,0
220034,0
198686,0
395276,0
342237,0
409803,1
79850,0
383162,1
512038,0
421049,0
432694,0
358846,0
160078,0
502587,0
50694,0
75773,0
403948,1
336768,0
495477,0
88748,1
565942,0
143287,0
195411,1
505439,0
422141,0
33087,0
419245,0
347410,0
416897,0
418715,0
399654,1
10003,0
392333,0
578282,0
66792,1
550756,0
197208,1
529449,0
339162,1
573022,0
277920,0
375595,0
180862,0
252297,1
71996,0
130353,0
100902,0
272421,1
456117,0
167434,1
138999,0
158335,1
181865,0
462633,0
478917,0
460704,1
171391,0
6704,0
334190,1
196885,1
9622,1
49561,0
108918,0
295961,1
449920,0
138420,0
182191,0
103520,1
366589,0
492109,0
508993,1
344613,1
46062,0
389967,0
285015,1
9800,1
354049,0
418046,0
544533,1
567407,0
573024,0
566618,0
452257,1
474329,0
501647,0
496612,0
184015,0
79401,0
93992,0
469294,0
115472,0
279752,1
32193,1
112122,0
344571,1
460122,1
43021,0
47662,0
490430,0
202044,0
62060,1
465222,1
337450,0
27027,0
433713,1
136594,0
492119,0
297814,1
292733,0
519355,0
461815,1
348262,0
47366,0
216978,0
417144,0
442627,1
29196,0
410666,0
223275,1
310850,1
372869,0
5912,0
13012,1
457780,0
340015,1
123526,0
187907,1
254333,0
492173,0
62581,0
312619,0
493120,0
329516,0
415574,1
149901,0
540865,0
106695,1
61439,0
2171,0
470481,0
205726,1
457276,0
409217,1
90382,0
386195,0
454424,1
468151,0
503728,0
543531,0
280546,1
113688,1
209186,1
137598,0
271425,1
293272,1
496765,0
245236,0
231873,0
363224,1
200747,1
507899,0
493348,0
196522,1
61033,0
384963,0
158602,0
154251,1
47382,1
466025,0
355196,0
417209,0
40824,0
237578,0
299060,1
108477,1
168888,0
104262,0
431479,0
537569,0
319486,1
103501,1
15177,0
174197,1
475795,0
363866,1
40018,0
452149,1
115468,0
237856,1
497808,0
548850,0
352497,0
386380,1
2610,0
94728,0
199882,1
332309,1
140410,1
96751,0
562283,0
272998,0
81499,0
63141,0
163927,0
468006,0
367094,0
32035,0
246438,0
245638,1
491854,0
237666,1
4764,0
170635,0
59727,0
484411,0
531133,0
22945,0
574092,0
558687,0
201166,1
241378,1
356879,0
190899,0
457360,0
367207,0
118769,0
429316,0
270931,1
552397,0
240278,1
288670,0
220874,0
35559,0
89655,0
158337,0
475282,0
508108,0
523142,0
526512,0
113796,0
167783,1
416825,0
86239,0
214397,0
10002,0
443990,1
301638,1
17882,0
65473,1
537452,0
306318,1
224435,1
87453,0
566060,0
312494,1
230955,0
112951,1
193422,0
125010,0
40978,1
304195,0
371972,1
327225,1
118811,0
173773,0
325249,0
35757,0
258985,1
138752,0
142708,0
389156,0
435616,0
242936,1
193565,1
311068,0
568391,0
109043,0
220266,1
537395,0
548609,0
353951,0
157612,0
394928,0
472766,1
560169,0
361174,0
175569,0
374800,1
551195,0
540386,0
330620,1
480863,0
523766,0
104437,1
472313,1
288075,1
339839,1
216620,1
116996,0
97690,0
77646,0
20632,0
345956,0
451925,1
77719,0
131936,0
576651,1
179566,0
261034,1
28993,1
19770,0
238632,0
312206,1
265944,1
183391,1
75212,0
67560,0
48158,0
562022,0
323850,0
151638,1
233553,1
364643,1
322291,0
175753,0
282748,1
281657,1
70097,0
91005,1
244168,1
368554,1
471108,0
383941,1
141678,0
533272,0
15527,0
107021,1
544495,0
15445,0
532399,0
366923,0
388773,0
389770,1
47178,0
336714,0
221615,1
431565,1
526485,0
502722,1
55488,0
542229,0
420284,0
550234,0
428257,0
537593,0
86528,0
82081,1
402110,0
268012,1
63354,1
195227,0
544563,1
252981,1
360829,0
486879,0
212113,1
249141,1
566459,0
521139,0
364654,1
444290,0
278771,1
550421,0
338790,0
545169,0
328797,0
483844,0
170651,0
579400,0
280812,1
26696,1
238208,1
349537,0
193333,0
10852,0
105753,1
37051,1
134322,0
198762,0
328016,0
415178,0
302316,1
310415,1
178836,0
255241,1
468954,0
541109,1
413213,0
35457,0
106046,1
475422,0
335451,0
545916,0
520942,0
422804,0
102896,0
166974,0
116778,0
540089,0
238677,1
36318,0
319755,1
132961,0
175625,0
471488,0
417521,0
16143,1
47034,1
401097,1
22517,0
354823,0
259752,1
576143,1
344241,0
5783,0
47747,1
97579,1
456205,1
395410,0
185146,0
238436,0
44603,0
417505,0
187513,1
111004,1
261635,1
328705,0
44678,0
139805,1
449037,1
131715,0
435759,0
188394,1
381911,0
440403,1
487810,0
11817,0
147531,1
40563,0
25145,0
282188,0
63973,1
556718,0
47803,0
27209,0
5800,0
46119,0
258305,1
300238,1
177452,0
268337,1
549580,0
176967,0
310108,1
551222,0
383968,1
571284,0
31930,0
177012,0
264360,1
66107,1
335402,1
338253,0
540464,0
537384,0
164833,0
576392,1
533502,0
571255,0
525608,0
280750,1
410155,1
186882,0
350823,0
287890,1
121956,0
508217,1
529930,0
473596,0
67596,0
537726,0
545681,0
127291,0
16050,0
459473,1
73690,0
551160,0
307211,1
464515,0
494554,0
148946,0
176097,0
324847,0
313855,1
460996,1
118022,0
500820,0
14901,0
205081,1
41167,0
34724,0
331620,1
432783,1
137331,0
238972,0
89989,1
455302,1
72522,0
318999,1
81052,1
553501,0
546601,0
290209,0
252258,0
238882,1
538576,0
467007,1
162344,0
339949,1
163788,0
506788,0
107097,1
424453,1
448934,1
375632,1
565216,0
191106,0
257428,0
193706,1
179350,0
488960,0
480411,0
177908,0
153176,0
118437,0
219727,0
174923,1
146630,0
393572,0
241602,1
507679,0
501841,0
476614,0
37185,1
407689,0
46825,0
192101,0
522320,0
514558,0
64714,0
231524,1
348331,0
48219,0
148953,0
2383,0
234758,0
184132,0
527350,0
407315,0
423315,0
449536,1
218597,1
409087,1
339562,1
90799,1
363822,1
186004,0
363969,1
535111,0
24332,0
323679,1
242723,1
437260,0
547165,0
13311,1
250678,1
573323,0
475546,0
189853,0
195330,0
528316,0
480751,0
397327,0
316556,0
201495,0
502047,0
303516,1
298270,1
13668,1
300091,1
407428,0
330305,0
224461,0
478944,0
469718,0
292895,1
155032,0
23759,1
317617,0
184878,1
175580,0
119308,0
207071,1
5453,1
272338,1
456859,0
225947,1
219592,0
128863,0
187884,0
333855,0
65617,1
174135,0
21513,0
317316,1
220789,1
494277,0
296218,1
208001,1
211572,1
298490,1
387405,1
325415,1
278379,1
480943,0
527580,0
473937,0
222516,1
348515,0
505664,0
413741,1
427775,1
203460,1
487686,0
278759,0
112844,0
202451,1
497700,0
502156,0
67228,0
240490,1
83771,1
254661,0
85764,0
228568,1
508211,1
37751,0
343613,0
461762,1
267365,0
444158,0
337327,0
543650,1
252068,1
364615,0
136170,0
91909,0
499902,0
360159,0
128410,0
204881,1
89298,0
173733,1
338492,0
229303,1
474368,0
302880,0
155873,0
457125,0
50110,0
211596,1
543437,0
205063,1
552934,0
455042,0
18089,0
17354,1
356854,0
454574,0
21255,1
108066,1
208658,0
59134,0
132861,0
194080,0
346514,0
96365,0
336865,0
571968,0
459324,1
383087,0
475970,0
243102,1
72562,0
7444,0
499562,0
578962,0
359548,0
325086,1
379480,1
418152,0
66753,1
301165,1
242054,1
512493,0
431941,1
518728,0
477874,0
495973,0
325559,0
193816,0
208288,0
16668,0
128194,1
270379,1
532054,0
150418,0
296314,1
345660,0
313248,0
541540,0
364000,1
136015,0
217056,0
474556,0
285176,1
90805,0
291806,1
461545,0
69806,1
196679,1
74031,1
423321,0
325226,0
344096,1
26361,0
548658,0
449400,0
408970,1
141300,0
187845,1
359224,0
305546,0
564612,0
257596,1
215101,1
281812,0
61509,1
57924,1
141732,1
414321,1
58758,0
169897,1
458026,0
172996,1
580099,1
235098,1
294912,1
19622,1
380856,0
556620,0
189050,1
422611,0
1652,1
14373,1
493081,0
570228,0
580259,1
483198,0
524763,0
483791,0
360907,0
468948,0
261276,1
48790,0
100933,1
565937,0
284237,0
212143,0
269854,0
529148,0
12986,1
565594,1
524405,0
126880,0
164611,0
168565,1
140268,0
481267,0
401819,0
511863,0
332348,1
525866,0
383450,1
182754,1
355115,0
438745,0
15366,0
516683,0
79572,0
520222,0
98364,1
548925,0
113151,1
400574,1
42107,0
241747,1
207583,1
53380,0
334833,1
543073,0
325300,1
463751,1
46324,1
101973,1
423345,0
155142,0
222438,1
562816,0
533465,0
353104,0
153043,0
112580,0
11541,0
64752,0
250894,1
363790,1
100614,0
368614,0
275217,0
8669,0
512796,0
108860,1
541039,0
157952,0
244152,1
30888,0
576622,1
374322,1
26139,0
336245,1
481765,0
360466,1
428909,1
572593,0
572520,0
549631,0
513036,0
10888,0
363193,1
108929,1
17524,0
17482,1
76826,1
106086,1
414199,1
164978,0
351538,0
199773,1
352556,0
530477,0
39840,0
241428,1
459512,1
53783,0
161423,0
370973,0
4145,0
43363,0
487248,0
248080,0
245458,1
551737,0
305380,1
287806,1
247372,0
569259,0
515323,0
260639,1
480657,0
577223,0
388772,0
481456,0
287215,1
401371,1
436513,1
441491,0
192455,0
488220,0
315189,0
117723,0
457582,0
257790,0
218523,0
103618,1
425608,0
359495,1
231419,1
356882,0
462928,1
116367,0
352297,0
14535,1
538603,1
129562,0
422808,0
122337,1
224369,0
271547,1
125724,0
565821,0
137389,0
172298,1
480106,0
136995,0
5916,0
134043,0
166921,0
571607,0
156011,0
501104,0
466833,0
359301,0
214053,0
433891,1
350482,0
35995,0
328809,0
123235,0
445104,1
227579,1
203991,1
266725,1
133406,0
293752,1
372120,1
34100,0
421603,1
452576,1
538306,0
121822,0
292105,1
515359,0
538062,0
286403,1
268527,0
189392,1
149921,0
435066,0
170342,1
175552,0
332602,1
478843,0
244078,1
122845,0
361150,1
191565,0
88738,0
269550,1
536189,0
362220,1
24424,0
32809,0
457352,1
187560,1
254775,0
195397,0
550031,0
442370,1
281517,1
514948,0
526774,0
390642,0
132280,0
37521,0
66087,0
165869,0
580473,1
1456,0
324,0
210643,0
86001,0
86706,0
403951,1
98299,1
401343,0
524259,0
51378,0
411936,0
377804,1
533739,0
169435,0
545212,0
370725,1
221217,1
89614,0
435559,1
169648,0
271272,1
361903,1
299617,1
179751,0
329823,1
325200,1
265021,1
160444,0
290092,1
24352,0
201311,1
279449,1
12878,0
327985,0
135624,0
140571,1
426286,0
102830,0
304805,1
494123,0
483231,0
190476,0
555706,0
442811,1
513945,0
374902,1
466101,1
282300,0
115446,0
409593,1
274823,0
322541,0
58384,0
73642,0
205286,1
509907,0
174212,1
10580,1
410645,1
203335,1
365469,0
94312,0
511057,0
58024,0
114124,1
562244,0
567469,0
297213,1
124887,0
196940,1
429612,1
40113,0
4114,0
543503,0
481603,0
448625,1
394801,0
486065,0
188929,1
269785,1
185361,0
44401,0
385679,0
190189,0
434861,1
196822,1
434775,1
445202,1
224674,0
152121,0
53084,0
126852,0
157912,0
412009,1
113494,1
51131,0
486094,0
118404,0
345269,1
415279,1
479528,0
56688,0
282203,0
443951,1
184737,0
269536,1
371939,0
72612,0
83137,0
104965,1
337519,1
538246,0
139383,0
101071,1
574007,0
222728,1
435733,0
405156,1
510515,0
356819,0
59990,1
136319,0
500984,0
283712,1
123034,0
113554,0
141971,0
487758,0
52767,0
493405,0
8609,0
393770,0
74636,0
521045,0
408316,0
530931,0
247873,1
75852,0
434598,1
544597,0
26005,0
169159,0
195752,0
316123,1
561301,0
146099,0
448960,1
377516,0
516540,0
9939,0
184830,0
516631,0
284056,0
441001,1
83595,1
216853,1
300016,1
378457,1
217376,0
399758,0
407796,1
412318,0
347639,0
468305,0
471298,0
215230,0
99409,1
85881,1
163354,0
526367,0
312340,1
130081,0
340699,1
222031,1
154642,0
114253,0
516635,0
515132,0
292972,1
226764,1
468124,0
186301,1
140190,0
181122,0
78648,1
516803,0
232392,0
408075,0
328760,0
92699,0
327401,0
484108,0
107384,1
94307,0
58988,0
425297,1
487943,0
245873,1
242351,1
529640,0
495996,0
21294,0
100646,1
491131,0
11580,0
356518,0
77912,0
520968,0
203435,1
45407,0
29405,1
433824,0
554081,0
203667,0
339895,1
400590,0
41728,0
302885,0
193790,0
479143,0
254311,1
537936,0
7344,1
248494,1
174494,1
314856,0
277053,1
95330,0
108312,1
359466,0
404298,1
72702,0
91288,0
374389,1
298844,1
451869,1
572267,0
3545,0
444391,1
548674,0
487903,0
215173,1
220505,0
560092,0
310808,1
516436,0
482144,0
120783,0
185030,0
526910,0
145035,0
347661,0
460045,1
564962,0
366291,1
133415,0
106862,1
263707,1
37103,0
131689,0
432185,1
2272,0
150421,0
410662,1
266316,1
348482,0
529984,0
31438,0
404447,1
481090,0
49198,0
58887,0
545515,0
274525,0
515814,0
103635,0
110785,1
38656,1
319598,1
295573,1
124708,1
247611,1
6135,1
414977,1
20430,0
397725,0
307298,0
414986,1
372520,1
525679,0
152700,0
442543,1
560199,0
48499,0
477361,0
37924,0
298839,1
433113,1
349738,0
426760,0
9539,1
533773,0
574070,0
307747,1
462509,1
545599,0
428440,0
208352,1
472479,0
347440,0
124738,0
90051,0
369918,1
486483,0
238452,0
190483,0
16293,0
320768,0
549178,0
257467,0
298443,1
188540,1
337676,0
502703,0
228213,0
267285,0
174951,1
544863,0
335886,0
273715,0
135760,0
293111,1
82875,1
230369,0
325199,0
32127,0
418793,0
500325,0
300208,1
513213,0
518652,0
526286,0
373412,1
374516,1
338934,0
50308,1
291611,1
100496,0
255649,1
209918,1
406460,1
53521,0
356427,0
334986,1
110731,1
355003,0
298682,1
415187,1
93830,0
421488,0
438992,0
297834,1
183977,0
216851,1
266291,1
475536,0
201537,1
315853,1
149800,0
378200,1
470679,0
259751,1
69539,1
127269,0
406478,1
175325,0
89610,0
576987,0
442279,0
454976,1
385744,1
563756,0
394768,0
527719,0
142645,0
477892,0
331134,0
109005,1
67999,0
52861,0
131011,0
320525,1
205841,0
396253,0
33396,1
539507,0
194288,0
500974,0
425852,0
196361,0
144935,0
14720,1
214800,0
544200,1
302594,1
103185,0
384759,1
134889,0
206192,1
232471,0
402186,0
374430,1
473910,0
23731,0
186186,0
287269,1
265630,0
515311,0
275486,0
340443,1
88584,1
310957,1
499499,0
449112,1
372150,0
406786,1
456605,0
348249,0
211042,1
327706,1
262575,0
467082,1
341677,0
162715,0
195647,0
495131,0
438987,0
336290,1
316456,1
548783,0
288620,0
146468,0
490473,0
375109,1
194115,0
434658,0
384639,1
296380,1
417480,0
95920,0
92895,0
162106,1
78041,0
244106,1
29036,0
102109,1
236170,1
420147,0
367049,1
569904,0
5384,0
4156,0
74351,0
531148,0
38091,0
334905,1
298471,1
457071,0
191163,1
169426,0
46765,0
443206,0
431169,0
25118,0
125183,0
543072,0
284720,1
230075,1
60616,0
47068,0
182075,1
298266,1
20996,0
508311,0
305172,0
81449,1
550129,0
40609,0
538906,0
153633,0
84269,1
405656,1
301134,1
353830,1
292571,1
419873,0
32905,0
248222,1
153248,0
244861,1
327633,1
533929,0
80589,0
273310,0
265139,0
90252,0
126658,1
230064,0
406771,1
218336,0
32863,0
370121,1
77694,0
443850,1
34275,0
113171,1
468313,0
270300,1
130572,0
312735,0
215929,1
239894,1
27409,1
460388,1
229182,1
556602,0
257487,1
35534,0
213020,0
25173,1
451811,1
359181,0
441436,0
515733,0
259090,0
493712,0
132844,0
363819,1
359768,0
432867,1
419556,0
563392,0
293060,0
339452,0
97203,0
25003,1
141168,1
505721,0
85508,0
362068,0
453375,0
11919,0
178168,1
269924,1
112936,1
284067,1
536350,0
3060,0
215314,0
293748,1
95596,1
370385,1
550717,0
199774,1
316357,1
504515,0
48038,0
506659,0
553000,0
166114,0
183372,1
126705,0
461489,0
444151,1
12340,1
441333,0
565745,0
430009,0
78123,0
315392,0
467226,1
169814,0
222363,0
163741,0
12921,0
171270,0
242007,1
347935,0
281544,0
80490,1
514986,0
75486,0
370441,1
468532,0
315345,0
184086,1
400296,0
390479,0
97156,0
200101,1
81805,1
535777,1
239000,1
396758,1
202918,1
74672,0
416420,0
67968,0
289778,1
445929,1
250839,1
360023,0
229773,0
119170,0
476911,0
220244,0
545079,1
255266,0
204265,1
42452,0
311759,1
112495,0
397514,0
107893,1
239314,1
574894,1
282696,0
310571,1
130559,0
351265,0
476236,0
149054,0
515285,0
246735,0
331861,1
162692,0
524333,0
168709,1
491826,0
485367,0
351709,0
426774,0
247230,1
81812,0
165531,0
479358,0
428502,0
227709,1
58639,0
457586,0
316379,1
136360,0
364697,0
57808,0
395473,1
469654,0
70657,0
69814,1
27122,1
105932,1
342922,1
481519,0
57552,0
535159,0
529802,0
551514,0
352679,0
488900,0
329912,0
342806,0
263522,0
527949,0
123728,0
497674,0
388145,0
295671,0
59988,1
434233,1
63184,0
301026,1
319277,1
460814,0
64963,1
468804,0
258656,1
402641,0
578403,0
137361,0
137183,0
218468,0
35733,1
99650,1
10587,1
104828,1
228211,0
108416,1
312400,1
468618,0
417972,0
290365,1
65754,0
454230,1
570292,0
130944,0
389292,0
74902,1
101242,1
363597,1
41904,1
318949,1
80870,0
157098,0
231999,1
362128,1
73548,0
574455,0
300712,1
225415,0
23367,0
241647,1
481503,0
234656,1
559823,0
556660,0
499248,0
131546,0
148520,0
270161,1
461328,1
510090,0
559471,0
448710,1
511735,0
216723,0
285157,1
392914,1
374352,0
30575,0
39940,0
249128,0
257762,1
17783,1
291417,1
566537,0
146660,0
312631,1
465798,0
382765,1
394673,0
368980,1
412422,0
507016,0
185042,1
350378,0
269407,1
327805,1
514366,0
330852,1
518502,0
346698,0
429059,1
538427,0
543069,0
197781,0
355867,0
28984,0
472380,1
67172,0
310268,1
189536,1
419651,0
333870,1
382642,1
231991,1
155664,0
106062,1
381711,1
485263,0
431273,0
308834,1
465476,1
356940,0
447368,1
19556,1
434283,1
468352,0
167541,1
144273,0
251554,1
298343,1
123726,0
77271,0
558782,0
335088,1
320747,1
139087,0
17810,0
254893,1
245332,1
241864,1
205814,1
225421,0
547637,0
8825,1
206371,1
127357,0
363945,1
305754,0
327043,1
354252,0
394113,0
191496,1
246807,1
176152,0
363069,1
411634,0
469970,0
216336,1
461095,1
412415,1
30407,1
250937,1
441798,1
207202,1
485298,0
446278,0
223265,1
394505,0
368482,0
359264,1
15268,0
541199,1
